task_id,target,task_weight,planned_task_duration_days,is_planned,is_cross_department,major_activity_weight,pct_of_planned_duration_elapsed,days_remaining_at_prediction,started_late,num_subtasks_as_of_prediction,subtask_completion_pct_as_of_prediction,has_subtasks_at_prediction,num_revisions_before_prediction,position_historical_overdue_rate,position_has_history,employee_active_workload_at_prediction,department_historical_overdue_rate,department_recent_overdue_rate_30d,department_has_history
4774c89d-ea40-4539-85e3-112638ff8987,f,0.00,4,f,f,33.00,0.25000000000000000000,3,t,0,,f,0,0.242,f,0,0.242,0.242,f
477872c4-5116-47ff-830e-e22fecf59f1e,f,0.00,4,f,f,15.00,0.25000000000000000000,3,t,0,,f,2,0.331,t,34,0.331,0.328,t
477e45f5-369a-4f9f-989c-01d58f80e19d,f,0.00,6,f,f,34.00,0.16666666666666666667,5,t,0,,f,0,0.429,t,15,0.369,0.692,t
478495ee-ec37-4ada-a486-8ac9a96ca8ff,f,0.00,4,f,f,33.00,0.25000000000000000000,3,t,0,,f,0,0.227,t,87,0.137,0.198,t
4793c795-cac7-416c-9837-44ef43dec4c6,f,0.00,6,f,f,20.00,0.16666666666666666667,5,t,0,,f,0,0.337,t,172,0.258,0.476,t
47a3ed5e-a78d-42cb-84cc-a264de9de0f6,f,0.00,6,f,f,33.00,0.16666666666666666667,5,t,0,,f,0,0.310,t,166,0.262,0.309,t
47b01526-e7a2-4850-90ca-3efc8f2a1408,t,0.00,3,t,f,34.00,0.33333333333333333333,2,t,0,,f,1,0.247,t,21,0.176,0.306,t
47b05419-86bc-475c-b209-55c4dd879d7e,f,0.00,4,t,f,8.00,0.25000000000000000000,3,t,0,,f,1,0.271,t,58,0.173,0.333,t
47b99fe8-df58-42ac-888f-5f6fbbac7602,f,0.00,4,f,f,20.00,0.25000000000000000000,3,t,0,,f,0,0.357,t,20,0.356,0.609,t
47ba2522-6808-48f2-a268-83918484da7c,f,0.00,4,f,f,20.00,0.25000000000000000000,3,t,0,,f,0,0.132,t,342,0.207,0.103,t
47c0da05-2ae8-4c94-82da-4a2e80bd0cbf,t,0.00,1,f,f,50.00,1.0,0,t,0,,f,0,0.329,t,32,0.261,0.361,t
47c1301c-4593-4cdb-b282-13145adde6c1,t,0.00,4,t,f,20.00,0.25000000000000000000,3,t,0,,f,1,0.152,t,154,0.188,0.396,t
47e59b9e-004a-49bd-b563-701e6d753b85,f,0.00,4,t,f,33.00,0.25000000000000000000,3,t,0,,f,1,0.193,t,90,0.158,0.318,t
47ea6ae9-4f0b-44b6-91e7-4a54d3edbddf,t,0.00,4,f,f,15.00,0.25000000000000000000,3,t,0,,f,0,1.000,t,7,1.000,1.000,t
47f29aa1-855e-4b19-b9d7-bf81af9171e1,t,0.00,4,f,f,20.00,0.25000000000000000000,3,t,0,,f,0,0.277,t,154,0.204,0.569,t
4805cfd5-5092-479e-9a7d-a0611d03f9dd,t,0.00,4,t,f,25.00,0.25000000000000000000,3,t,0,,f,1,0.302,t,27,0.252,0.581,t
481597a2-1839-4466-9f31-8ed51dce9f7d,f,0.00,4,f,f,33.00,0.25000000000000000000,3,t,0,,f,0,0.381,t,23,0.381,0.381,t
4827d9ac-a1a6-4295-8a01-91d0977ce3e4,f,0.00,3,t,f,33.00,0.33333333333333333333,2,t,0,,f,4,0.169,t,39,0.240,0.409,t
48282664-4ba6-4a93-ab15-927907dc1907,f,0.00,4,f,f,5.00,0.25000000000000000000,3,t,0,,f,0,0.206,t,131,0.268,0.578,t
48328867-2e80-4c35-b357-fb22914d3691,f,0.00,4,t,f,33.00,0.25000000000000000000,3,t,0,,f,1,0.231,t,20,0.161,0.402,t
483c6593-94f3-4ac5-b94f-5d54e06c46b4,f,0.00,4,t,f,33.00,0.25000000000000000000,3,t,0,,f,1,0.090,t,348,0.128,0.100,t
4874e3ad-5881-4797-a681-e37cd38c313c,t,0.00,4,t,f,2.00,0.25000000000000000000,3,t,0,,f,2,0.415,t,133,0.393,0.895,t
48899217-48e6-47f9-aead-f99121d42eed,f,0.00,3,t,f,33.00,0.33333333333333333333,2,t,0,,f,1,0.119,t,240,0.128,0.215,t
488a191b-9f9e-491f-ad9b-2f412da049bc,f,0.00,4,f,f,16.00,0.25000000000000000000,3,t,0,,f,0,0.632,t,2,0.343,0.309,t
4893cecb-ba39-4137-b3eb-b61b98c4f8d4,t,0.00,4,t,f,7.00,0.25000000000000000000,3,f,0,,f,6,0.118,t,28,0.169,0.234,t
48aa2444-f456-46a6-afbc-94a5d5d9f84b,t,0.00,4,f,f,33.00,0.25000000000000000000,3,t,0,,f,0,0.545,t,11,0.545,0.545,t
48b7cf48-f2e5-4384-906b-2eebb0d54789,t,0.00,2,f,f,33.00,0.50000000000000000000,1,t,0,,f,0,0.195,t,270,0.250,0.325,t
48c1ae64-4786-4654-af69-425c8a217d9e,t,0.00,4,t,f,25.00,0.25000000000000000000,3,t,0,,f,1,0.163,t,274,0.190,0.447,t
48cb3fb4-e318-4b24-a3aa-6530c32a767c,t,0.00,4,f,f,50.00,0.25000000000000000000,3,t,0,,f,0,0.266,t,97,0.233,1.000,t
48e62908-110d-4c7e-9809-bdf6f85dda8a,f,0.00,4,t,f,50.00,0.25000000000000000000,3,t,0,,f,1,0.086,t,339,0.130,0.179,t
48f5eeaf-9fc6-4efa-8ad5-2090f1073411,f,0.00,4,f,f,50.00,0.25000000000000000000,3,t,0,,f,0,0.185,t,276,0.229,0.568,t
48fc59c3-ab80-411e-be14-3ae8eae6a152,f,0.00,4,f,f,10.00,0.25000000000000000000,3,t,0,,f,0,0.414,t,9,0.414,0.154,t
49016f6c-ab3e-467b-a103-48b40b78ec3b,t,0.00,5,f,f,34.00,0.20000000000000000000,4,t,0,,f,0,0.055,t,91,0.124,0.136,t
4909c35d-dde1-46ec-90f1-62d4ba0a5cbc,f,0.00,3,t,f,33.00,0.33333333333333333333,2,t,0,,f,1,0.107,t,238,0.137,0.146,t
490dd8bf-98a7-439b-8171-97514a70d70f,t,0.00,4,f,f,33.00,0.25000000000000000000,3,t,6,0.00,t,11,0.399,t,175,0.369,0.701,t
49277af8-d4ca-4a98-ae11-8cdeb2ade9cd,f,0.00,4,t,f,34.00,0.25000000000000000000,3,t,0,,f,1,0.303,t,170,0.254,0.429,t
49405531-e991-4f26-a5f6-3339cf7ddde8,t,0.00,4,f,f,33.00,0.25000000000000000000,3,t,0,,f,0,0.151,t,86,0.118,0.067,t
494e280b-a32d-4416-ad8d-5c00f0e216d2,t,0.00,4,t,f,10.00,0.25000000000000000000,3,t,0,,f,1,0.263,t,14,0.263,0.359,t
4975565e-16e9-42f3-8060-56f75fb6a535,t,0.00,1,t,f,100.00,1.0,0,t,0,,f,1,0.083,t,331,0.127,0.091,t
4987e974-9856-4994-bfdd-9a5b6117510d,f,0.00,4,t,f,0.00,0.25000000000000000000,3,t,0,,f,1,0.206,t,131,0.268,0.578,t
498fee47-ce9b-4385-ac10-15a68678e8f5,t,0.00,4,f,f,40.00,0.25000000000000000000,3,t,0,,f,0,0.000,t,3,0.147,0.267,t
499844c3-bf72-4bd4-991b-ef424d61fac1,f,0.00,4,f,f,34.00,0.25000000000000000000,3,t,0,,f,2,0.234,t,42,0.234,0.106,t
49a7db51-4cca-40e9-8136-ef0f65c255b6,f,0.00,6,t,f,33.00,0.16666666666666666667,5,t,0,,f,3,0.196,t,129,0.253,0.217,t
49c2178e-a5b8-4105-b16b-4f6915541af8,f,0.00,4,f,f,30.00,0.25000000000000000000,3,t,0,,f,0,0.230,t,57,0.189,0.329,t
49c6174a-0f60-4ab1-af6f-88b48bef199d,f,0.00,4,t,f,7.00,0.25000000000000000000,3,t,0,,f,1,0.267,t,19,0.147,0.267,t
49dedc6c-a576-4705-a4cb-c88190ecf3fc,f,0.00,4,t,f,20.00,0.25000000000000000000,3,t,0,,f,1,0.252,t,57,0.175,0.139,t
49e38ea9-67e0-4a19-9b81-92fbbd7cfb0e,f,0.00,1,t,t,50.00,1.0,0,t,0,,f,1,0.242,f,0,0.242,0.242,f
49fb4365-eb8c-4543-acce-f37702011dc3,t,0.00,4,t,f,33.00,0.25000000000000000000,3,t,0,,f,1,0.170,t,279,0.200,0.327,t
4a0a334c-a2d6-4f89-8920-0e37502821ad,f,0.00,4,t,f,50.00,0.25000000000000000000,3,t,0,,f,2,0.287,t,50,0.287,0.278,t
4a0f66f7-02c7-4aa7-a67a-e8bcb6b3eac6,f,0.00,5,f,f,33.00,0.20000000000000000000,4,t,0,,f,0,0.308,t,13,0.112,0.212,t
4a11847f-e6b6-4ab5-8af7-0a991ca5fc51,f,0.00,6,t,f,34.00,0.16666666666666666667,5,t,0,,f,1,0.130,t,36,0.158,0.318,t
4a473d38-7fe7-4502-b28d-6cd4687d7fbe,f,0.00,4,f,f,33.00,0.25000000000000000000,3,t,0,,f,0,0.222,t,89,0.139,0.273,t
4a4c6cae-a7ea-4269-84f5-43e9d32f391c,f,0.00,4,f,f,33.00,0.25000000000000000000,3,t,0,,f,0,0.165,t,166,0.142,0.244,t
4a4f1121-caf5-4224-bd39-87d5022f727a,f,0.00,4,f,f,20.00,0.25000000000000000000,3,t,0,,f,0,0.195,t,398,0.376,0.667,t
4a50faae-4327-4082-82ef-6c92c2182e0b,f,0.00,4,f,f,10.00,0.25000000000000000000,3,t,0,,f,0,0.444,t,6,0.214,0.160,t
4a57bd07-fa9d-44e1-b765-b2b24a395a77,t,0.00,4,t,f,10.00,0.25000000000000000000,3,t,0,,f,2,0.148,t,43,0.168,0.320,t
4a619031-c705-49b5-9a29-c7fec2334631,t,0.00,4,f,f,33.00,0.25000000000000000000,3,t,0,,f,0,0.090,t,346,0.125,0.098,t
4a65f363-7c8e-45e9-9b6d-18d2fd9cba16,f,0.00,4,f,f,30.00,0.25000000000000000000,3,t,0,,f,0,0.136,t,342,0.210,0.157,t
4a74ad60-8c19-46ad-9fac-505bda489e77,f,0.00,6,f,f,33.00,0.16666666666666666667,5,t,0,,f,0,0.189,t,14,0.306,0.216,t
4a7ab7e8-f676-4b4c-883d-85c452042a2a,t,0.00,1,t,f,33.00,1.0,0,t,0,,f,7,0.405,t,11,0.405,0.833,t
4a7b32c7-d769-4604-a61c-48dd7f8cfd4d,f,0.00,4,f,f,34.00,0.25000000000000000000,3,t,0,,f,0,0.278,t,29,0.278,0.259,t
4a81d104-16da-419b-8693-882d28a2bb24,f,0.00,4,t,f,33.00,0.25000000000000000000,3,t,0,,f,1,0.101,t,245,0.142,0.200,t
4a88e16c-c158-48e8-85c7-a080673bf48f,f,0.00,4,t,f,34.00,0.25000000000000000000,3,t,0,,f,1,0.172,t,14,0.296,0.211,t
4a9454ec-9b61-4f9e-8dcb-601314372b43,t,0.00,4,t,f,8.00,0.25000000000000000000,3,t,0,,f,1,0.155,t,56,0.160,0.310,t
4aa11bbc-4d04-4ba6-9258-41e3c968f60a,f,0.00,4,t,f,17.00,0.25000000000000000000,3,t,0,,f,1,0.340,t,10,0.400,0.348,t
4ab8d42a-9ecc-49d9-b8a5-c286acdba090,f,0.00,4,f,f,19.00,0.25000000000000000000,3,t,0,,f,0,0.125,t,37,0.154,0.475,t
4ad31240-664d-418a-9221-74417fbdb471,f,0.00,4,t,f,60.00,0.25000000000000000000,3,t,0,,f,2,0.170,t,94,0.143,0.272,t
4afa0618-1bf9-4677-bc4f-9fc4b765b177,f,0.00,4,t,f,30.00,0.25000000000000000000,3,t,0,,f,1,0.184,t,26,0.190,0.447,t
4b1cc97c-1920-4211-90a8-9e52b1ec2ff2,t,0.00,3,t,f,33.00,0.33333333333333333333,2,t,0,,f,1,0.118,t,159,0.128,0.215,t
4b1ef9a7-dfba-4fd4-999e-52af337216da,f,0.00,3,f,f,34.00,0.33333333333333333333,2,t,0,,f,0,0.161,t,216,0.178,0.591,t
4b31f2e8-e77a-4013-838d-3332e45bc682,f,0.00,4,t,f,33.00,0.25000000000000000000,3,t,0,,f,2,0.161,t,166,0.140,0.143,t
4b483cfa-10d8-4c21-9771-3722cea2d0ed,t,0.00,4,f,f,50.00,0.25000000000000000000,3,t,0,,f,0,0.098,t,332,0.178,0.265,t
4b4f047a-7ebe-4f98-b694-70c2d5d6a8d1,t,0.00,4,t,f,60.00,0.25000000000000000000,3,t,0,,f,1,0.133,t,210,0.150,0.400,t
4b56f6ac-9755-489b-b856-ef2de2bfb4b0,f,0.00,6,f,f,16.00,0.16666666666666666667,5,t,0,,f,0,0.333,t,13,0.355,0.205,t
4b5767b4-de05-4cec-afe5-67e1c706dfb6,f,0.00,4,t,f,5.00,0.25000000000000000000,3,t,0,,f,1,0.106,t,55,0.168,0.320,t
4b6ec162-86a7-4f04-9b5e-7a42b0d041d0,t,0.00,4,t,f,20.00,0.25000000000000000000,3,t,0,,f,1,0.211,t,57,0.165,0.231,t
4b70d9cb-02c5-410d-87f3-434071a63718,t,0.00,4,t,f,50.00,0.25000000000000000000,3,f,0,,f,2,0.541,t,13,0.237,0.535,t
4b72c33e-47de-48a7-a5eb-03cf1e276e99,t,0.00,4,t,f,33.00,0.25000000000000000000,3,t,0,,f,2,0.093,t,348,0.127,0.117,t
4b87f0cc-b613-44a3-b59d-261bc0eb97c3,t,0.00,4,f,t,100.00,0.25000000000000000000,3,t,0,,f,0,0.242,f,0,0.242,0.242,f
4b929681-5ad3-4c6b-b74e-aa45c1747b95,f,0.00,4,f,f,7.00,0.25000000000000000000,3,t,0,,f,0,0.167,t,28,0.179,0.288,t
4b97243e-a76e-49ee-8df2-3895bd4b7ea4,t,0.00,4,f,f,33.00,0.25000000000000000000,3,t,0,,f,0,0.189,t,270,0.235,0.241,t
4b9f7324-1748-40e6-b9ce-b3360f7f6e0f,f,0.00,6,f,f,30.00,0.16666666666666666667,5,t,0,,f,0,0.510,t,16,0.317,0.154,t
4bed47f4-8670-4e5d-8563-403ceff2e32a,f,0.00,4,f,f,30.00,0.25000000000000000000,3,t,0,,f,0,0.257,t,56,0.180,0.640,t
4beea66a-2301-48b0-8057-12957dd94da4,f,0.00,4,t,f,50.00,0.25000000000000000000,3,t,0,,f,1,0.095,t,332,0.177,0.388,t
4bef9012-23c3-47f9-9859-88cf9bcb27dd,t,0.00,4,t,f,10.00,0.25000000000000000000,3,t,0,,f,1,0.169,t,27,0.178,0.221,t
4bf9cf5d-b9a3-4847-81dd-2c200a8ec580,f,0.00,2,f,f,50.00,0.50000000000000000000,1,t,0,,f,0,0.153,t,207,0.159,0.227,t
4bff12de-75ab-4691-a39b-4b72479830e9,f,0.00,5,f,f,34.00,0.20000000000000000000,4,t,0,,f,0,0.090,t,346,0.125,0.098,t
4bff629f-f5ff-4060-b198-84bfc7f8cfe9,f,0.00,4,f,f,33.00,0.25000000000000000000,3,t,0,,f,0,0.179,t,42,0.226,0.517,t
4c27dbf1-75fa-4d60-b8c5-a161eb42805f,t,0.00,3,t,f,34.00,0.33333333333333333333,2,t,0,,f,1,0.129,t,154,0.176,0.306,t
4c2cca5c-c071-4ec7-b2b9-3a6006e51d28,f,0.00,4,f,f,20.00,0.25000000000000000000,3,t,0,,f,0,0.234,t,42,0.234,0.106,t
4c340dbc-f480-442f-a335-98cfcaec3589,f,0.00,2,t,f,100.00,0.50000000000000000000,1,f,0,,f,2,0.124,t,327,0.205,0.109,t
4c3ddaca-4b94-4b0b-ab26-52e0c54391fd,t,0.00,4,t,f,33.00,0.25000000000000000000,3,t,0,,f,1,0.192,t,87,0.133,0.294,t
4c3f0167-84cd-411e-beca-b64e6742459f,f,0.00,2,f,f,35.00,0.50000000000000000000,1,t,0,,f,0,0.375,t,10,0.198,0.383,t
4c4667c3-05a3-46f4-a0ab-6abdc046790d,f,0.00,4,t,f,13.00,0.25000000000000000000,3,t,0,,f,1,0.307,t,34,0.254,0.353,t
4c4a63d8-dac4-4f41-b478-f48d967c234d,f,0.00,4,f,f,33.00,0.25000000000000000000,3,t,0,,f,0,0.106,t,240,0.137,0.198,t
4c50dbb2-9280-478d-8a9d-416c3e6d1b8a,f,0.00,4,f,f,17.00,0.25000000000000000000,3,t,0,,f,0,0.191,t,159,0.127,0.500,t
4c736f11-681b-420f-a168-30a792a2f3c1,t,0.00,6,t,f,33.00,0.16666666666666666667,5,t,0,,f,2,0.347,t,4,0.347,0.429,t
4c7dd5a5-152a-4c6d-a9b1-3837e9539b12,f,0.00,4,t,f,20.00,0.25000000000000000000,3,t,0,,f,1,0.231,t,160,0.221,0.618,t
4c89b265-0ffc-4542-9b2e-f2ff2174b8b0,t,0.00,4,t,f,30.00,0.25000000000000000000,3,t,0,,f,2,0.345,t,12,0.345,0.667,t
4c8f0033-bee7-48b6-b018-efe3d2b03079,f,0.00,4,t,f,20.00,0.25000000000000000000,3,t,0,,f,1,0.176,t,95,0.201,0.400,t
4c989875-9c64-4718-9812-41a30579e92d,t,0.00,1,t,f,50.00,1.0,0,t,0,,f,2,0.357,t,23,0.262,0.500,t
4c9ad074-3cfe-46a6-9846-7ca164824881,t,0.00,4,f,f,33.00,0.25000000000000000000,3,t,0,,f,0,0.200,t,275,0.255,0.289,t
4ca9494e-e8a4-4570-baba-a436e82fc6db,t,0.00,3,f,f,50.00,0.33333333333333333333,2,t,0,,f,0,0.402,t,134,0.383,0.645,t
4cab69a3-c186-4152-af74-e5d2299016a5,t,0.00,4,t,f,25.00,0.25000000000000000000,3,t,0,,f,0,0.381,t,19,0.381,0.381,t
4cb6680e-4180-42eb-903c-18f07c076470,f,0.00,5,f,f,34.00,0.20000000000000000000,4,t,0,,f,0,0.333,t,2,0.333,0.467,t
4cc74b6a-1d93-4676-b71e-bb706ba7f8e3,f,0.00,4,f,f,33.00,0.25000000000000000000,3,t,0,,f,0,0.113,t,160,0.126,0.050,t
4ccde25b-e488-494b-9335-19a84b1b4d68,f,0.00,4,f,f,25.00,0.25000000000000000000,3,t,0,,f,0,0.321,t,7,0.212,0.324,t
4cda9b6b-8396-4b33-adba-42a12f51491a,f,0.00,4,f,f,33.00,0.25000000000000000000,3,t,0,,f,0,0.133,t,208,0.143,0.000,t
4cdf7dea-edf9-474e-994f-833eef054a1d,t,0.00,4,f,f,20.00,0.25000000000000000000,3,t,0,,f,0,0.336,t,25,0.252,0.212,t
4cf707f1-dbb6-4d73-9e76-a701a045ab80,f,0.00,4,f,f,15.00,0.25000000000000000000,3,t,0,,f,0,0.461,t,189,0.358,0.274,t
4cfaa88f-b6ff-4701-8e76-0d2cd38ca47b,t,0.00,4,f,f,25.00,0.25000000000000000000,3,t,0,,f,0,0.524,t,12,0.231,0.083,t
4d1194cd-8451-4ee1-a998-bcf468fe3404,f,0.00,4,f,f,10.00,0.25000000000000000000,3,t,0,,f,0,0.148,t,29,0.124,0.136,t
4d11d1fd-6921-47c6-87cb-259db1880c30,f,0.00,4,f,f,34.00,0.25000000000000000000,3,t,0,,f,0,0.130,t,163,0.133,0.294,t
4d17c3a9-3e68-4b71-a1de-c4738d77c788,t,0.00,4,t,f,20.00,0.25000000000000000000,3,t,0,,f,7,0.211,t,203,0.245,0.197,t
4d1925c7-2e4a-4635-a3f2-be49da550271,f,0.00,4,f,f,50.00,0.25000000000000000000,3,t,0,,f,0,0.242,f,0,0.242,0.242,f
4d1ba277-e91e-47bd-8e54-0ca3046ff8cd,f,0.00,4,f,f,13.00,0.25000000000000000000,3,t,0,,f,0,0.144,t,102,0.177,0.388,t
4d1d4c20-4c5f-4fff-9df0-e102ed3aa889,f,0.00,4,t,f,100.00,0.25000000000000000000,3,t,0,,f,1,0.211,t,71,0.211,0.000,t
4d34d8cf-5d13-4814-9c89-73c90976de21,f,0.00,4,f,f,13.00,0.25000000000000000000,3,t,0,,f,0,0.444,t,4,0.177,0.388,t
4d46b251-9546-48cd-863f-0872237b1882,f,0.00,4,t,f,34.00,0.25000000000000000000,3,t,0,,f,1,0.132,t,33,0.188,0.396,t
4d75e9e4-6720-4c7e-acf6-9d6e0a772238,f,0.00,4,f,f,20.00,0.25000000000000000000,3,t,0,,f,0,0.133,t,207,0.148,0.186,t
4d895726-f470-4f7e-8b1c-c5b3e27af46f,f,0.00,4,t,f,15.00,0.25000000000000000000,3,t,0,,f,1,0.110,t,164,0.122,0.000,t
4d997727-8294-4975-ac41-f310d76cd073,f,0.00,4,t,f,33.00,0.25000000000000000000,3,t,0,,f,1,0.090,t,357,0.127,0.118,t
4d9fe6c8-b712-476d-a61e-0662c71876e1,f,0.00,4,t,f,50.00,0.25000000000000000000,3,t,0,,f,1,0.183,t,128,0.234,0.300,t
4da33397-9cbc-4111-8896-a20878cec0c1,f,0.00,4,t,f,33.00,0.25000000000000000000,3,t,0,,f,1,0.130,t,163,0.133,0.294,t
4dace222-6e76-44a9-8508-2c774a06fb81,t,0.00,4,f,t,50.00,0.25000000000000000000,3,t,0,,f,0,0.242,f,0,0.242,0.242,f
4dcfcc4b-cd6a-405f-bce0-2f5a8aa78d3b,t,0.00,4,t,f,50.00,0.25000000000000000000,3,t,0,,f,1,0.345,t,12,0.345,0.667,t
4dfc0ba3-d040-4171-8724-56bc1cdfcc14,t,0.00,3,t,f,70.00,0.33333333333333333333,2,t,0,,f,1,0.225,t,100,0.195,0.667,t
4e15fcbb-4fa5-4c7b-96f9-d28d77ff5f3e,t,0.00,3,t,f,34.00,0.33333333333333333333,2,t,0,,f,1,0.300,t,21,0.204,0.569,t
4e1cac15-8eab-4d0e-8d00-27b743757183,f,0.00,4,t,t,12.00,0.25000000000000000000,3,t,0,,f,1,0.242,f,0,0.242,0.242,f
4e3d38e1-b5c4-479c-8687-73a54ebd368c,f,0.00,4,t,f,33.00,0.25000000000000000000,3,t,0,,f,1,0.259,t,47,0.259,0.138,t
4e4bae6c-a3a0-4d01-bf65-dd37acbb0d5b,f,0.00,4,f,f,100.00,0.25000000000000000000,3,t,0,,f,0,0.125,t,235,0.126,0.050,t
4e4cc694-aa1b-44c3-9eb1-3f086df3133b,f,0.00,4,f,f,33.00,0.25000000000000000000,3,t,0,,f,0,1.000,t,7,1.000,1.000,t
4e59b946-fe49-44d8-bc58-62c1c2657c7d,f,0.00,4,t,f,34.00,0.25000000000000000000,3,t,0,,f,1,0.163,t,214,0.185,0.059,t
4e6b75bb-a3fe-4911-88ba-2e9ec6e1ad17,f,0.00,4,f,f,50.00,0.25000000000000000000,3,t,0,,f,0,0.086,t,339,0.130,0.179,t
4e718376-16ef-4384-ab90-89172aa55aaa,f,0.00,4,f,f,33.00,0.25000000000000000000,3,t,0,,f,2,0.111,t,348,0.142,0.306,t
4e85fa95-2904-470f-9f5a-873d95898cd0,f,0.00,4,f,f,10.00,0.25000000000000000000,3,t,0,,f,0,0.131,t,60,0.180,0.128,t
4e898795-029b-4eda-a8a6-0fdcff80ed1c,f,0.00,4,f,f,17.00,0.25000000000000000000,3,t,0,,f,0,0.486,t,10,0.486,0.357,t
4ea3b831-699d-46c8-8bc3-b7450c3cd589,t,0.00,4,f,f,33.00,0.25000000000000000000,3,t,0,,f,0,0.191,t,159,0.127,0.500,t
4eb300e7-df9c-4fa5-84dd-decf2e935d9b,t,0.00,4,t,f,30.00,0.25000000000000000000,3,t,0,,f,2,0.133,t,13,0.163,0.200,t
4eb9d5e3-4b10-4dff-a305-bee6b2436291,f,0.00,4,t,f,33.00,0.25000000000000000000,3,t,0,,f,1,0.231,t,20,0.161,0.402,t
4eba6b98-d59f-4e74-b323-52ca01ef86b1,f,0.00,1,t,t,10.00,1.0,0,t,0,,f,1,0.242,f,0,0.242,0.242,f
4ebacc54-69a2-4cc4-b565-7e5b7823fb9d,f,0.00,4,f,f,10.00,0.25000000000000000000,3,t,0,,f,0,0.320,t,8,0.208,0.160,t
4ecc86e3-2ab3-4fa1-8150-6a070520581d,t,0.00,4,f,f,34.00,0.25000000000000000000,3,t,0,,f,0,0.399,t,175,0.369,0.701,t
4ecf1965-ed55-4b39-9ff8-d7f4700a5468,t,0.00,0,t,t,50.00,1.0,-1,t,0,,f,0,0.242,f,0,0.242,0.242,f
4eda8db6-dfcd-4ac3-ae49-b280f3a25ad8,f,0.00,4,t,f,33.00,0.25000000000000000000,3,t,0,,f,1,0.122,t,163,0.131,0.106,t
4edb95cb-4e92-41f3-a6fb-10673b39423f,f,0.00,4,t,f,33.00,0.25000000000000000000,3,t,0,,f,1,0.218,t,203,0.249,0.231,t
4ef020d6-0d0d-4d55-a432-a3a06851e04e,f,0.00,4,f,f,23.00,0.25000000000000000000,3,t,0,,f,0,0.230,t,274,0.214,0.420,t
4efdbfe3-2705-4075-b7ad-3976d8d6e3b5,t,0.00,4,t,f,7.00,0.25000000000000000000,3,t,0,,f,1,0.237,t,15,0.169,0.234,t
4eff273d-d51d-4ad1-8d45-2afe88237e6c,f,0.00,4,t,f,33.00,0.25000000000000000000,3,t,0,,f,1,0.168,t,164,0.142,0.200,t
4f0686f2-5d1c-4d2f-ac00-19fd5f446bd0,t,0.00,0,t,t,20.00,1.0,-1,t,0,,f,1,0.242,f,0,0.242,0.242,f
4f0e446d-1dfe-4475-b3d1-f0662af33fb6,f,0.00,4,f,f,20.00,0.25000000000000000000,3,t,0,,f,0,0.213,t,109,0.215,0.467,t
4f11f899-b271-499b-8cb3-4849a33ffc0b,f,0.00,4,t,f,30.00,0.25000000000000000000,3,t,0,,f,1,0.080,t,336,0.130,0.200,t
4f137826-009d-4610-956c-7d086604c559,f,0.00,4,t,f,50.00,0.25000000000000000000,3,t,0,,f,1,0.079,t,336,0.127,0.027,t
4f18bec0-3e04-4a61-9020-0300d8ea8054,f,0.00,4,f,f,40.00,0.25000000000000000000,3,t,0,,f,0,0.375,t,11,0.177,0.388,t
4f1dd877-5469-490e-920f-b888acceda0d,f,0.00,4,t,f,15.00,0.25000000000000000000,3,t,0,,f,0,0.083,t,12,0.162,0.077,t
4f5349f5-a468-409a-9874-d78d180d3dd2,f,0.00,4,f,f,20.00,0.25000000000000000000,3,t,0,,f,0,0.227,t,147,0.161,0.402,t
4f699a18-e67c-43c2-8445-a37246dbfd59,f,0.00,4,f,f,25.00,0.25000000000000000000,3,t,0,,f,0,0.210,t,275,0.187,0.272,t
4f86a61b-310a-4301-8cc6-c5906a9a3652,f,0.00,5,f,f,34.00,0.20000000000000000000,4,t,0,,f,0,0.078,t,50,0.124,0.136,t
4f870df8-fcfe-41d9-aad4-67087f5a69fa,t,0.00,4,t,f,7.00,0.25000000000000000000,3,t,0,,f,1,0.118,t,28,0.169,0.234,t
4f89d723-9d81-4d0a-b33d-46900a6e25cf,t,0.00,4,f,f,20.00,0.25000000000000000000,3,t,0,,f,0,0.218,t,270,0.210,0.157,t
4f89dfb9-11c0-4858-92c5-d54e5406730b,f,0.00,2,f,f,33.00,0.50000000000000000000,1,t,0,,f,0,0.224,t,89,0.136,0.216,t
4f96c4df-8385-42e4-9319-48cf9538f64f,t,0.00,4,f,f,20.00,0.25000000000000000000,3,t,0,,f,0,0.257,t,56,0.180,0.640,t
4fac07bb-aef2-436d-944a-c33eb6d2ed3c,f,0.00,4,t,f,10.00,0.25000000000000000000,3,t,0,,f,3,0.179,t,92,0.147,0.267,t
4fba5c9b-5e5b-4aaa-9569-a9339536716f,t,0.00,4,t,f,35.00,0.25000000000000000000,3,t,0,,f,1,0.310,t,5,0.200,0.286,t
4fbad33e-0146-43aa-b436-1b2e9fafe656,f,0.00,4,f,f,17.00,0.25000000000000000000,3,t,0,,f,0,0.108,t,326,0.188,0.356,t
4fc232e6-1d78-4022-a965-7a31b3fb596a,t,0.00,4,t,f,30.00,0.25000000000000000000,3,t,0,,f,2,0.345,t,12,0.345,0.667,t
4fe50ce9-bcf5-4cfb-bbc9-c443981294b9,f,0.00,4,t,f,34.00,0.25000000000000000000,3,t,0,,f,1,0.193,t,90,0.158,0.318,t
50032e0f-2fc1-4beb-bf4d-f56bd20d22cc,f,0.00,4,t,f,34.00,0.25000000000000000000,3,t,0,,f,1,0.242,f,0,0.242,0.242,f
